FishCode,PreyID,PreyIDsimple,AlternativeID,MasterName,LeftOtoCheck,RightOtoCheck,LeftLength,LeftWidth,LeftPerim,LeftArea,RightLength,RightWidth,RightPerim,RightArea,AverageLength,AverageWidth,AveragePerimeter,AverageArea,LeftComposition,RightComposition,Digestion,ActualFishLen,ActualFishWeight,AVGPredictedLength,SalmonSpecies,SalmonSex,SalmonLength,SalmonWeight,CollectionMonth,CollectionYear,CollectionDayofYear,Season,Latitude,Longitude,StatArea
17888,B,B,,17888HerringHerringB,YES,YES,2.6476808,1.313451992,7.337203518,2.436354861,2.625717269,1.292645288,6.938598775,2.360775476,2.636699035,1.30304864,7.137901147,2.398565169,Aragonite,Aragonite,4,,,120.8109843,ch,,73,12,4,2018,111,spring,49.742816,-124.287164,15
17889,A,A,,17889HerringHerringA,YES,YES,3.908001632,1.995967894,11.54978284,5.631072194,3.941651136,2.006896863,11.43329284,5.712568545,3.924826384,2.001432379,11.49153784,5.67182037,Aragonite,Aragonite,3,202,94.4842,180.9433453,ch,female,62.18274112,7,5,2018,151,spring,49.77973393,-124.9727802,14
17890,A,A,,17890HerringHerringA,YES,YES,3.396885351,1.601758551,9.083154743,3.902857034,3.358323931,1.632988486,9.439126559,3.805581135,3.377604641,1.617373519,9.261140651,3.854219085,,Aragonite,3,152,42.6472,155.3979399,ch,,66,8.375,10,2018,298,winter,49.21275341,-123.8059113,17
17891,A,A,Unidentified Fish,17891Unidentified FishHerringA,YES,YES,3.084882499,1.515570708,8.50891719,3.377374425,3.161322129,1.488380644,8.456800433,3.366161172,3.123102314,1.501975676,8.482858812,3.371767799,Aragonite,Aragonite,4,,,143.5172622,ch,,72,11.5,5,2018,142,spring,48.42225915,-123.3930369,19
17892,A,A,,17892HerringHerringA,YES,YES,2.681454108,1.442138677,7.435009536,2.65287686,2.687376127,1.444104291,7.39071119,2.719019664,2.684415118,1.443121484,7.412860363,2.685948262,Aragonite,Aragonite,3,125,20.7174,123.0384665,ch,male,66,7.5,6,2018,159,summer,48.41464598,-123.4159602,19
17892,B,B,,17892HerringHerringB,YES,YES,2.410349796,1.262088929,6.569428719,2.213095926,2.431538689,1.258126759,6.586858421,2.16378498,2.420944242,1.260107844,6.57814357,2.188440453,Aragonite,Aragonite,4,,,110.7391191,ch,male,66,7.5,6,2018,159,summer,48.41464598,-123.4159602,19
17893,A,A,,17893HerringHerringA,YES,YES,2.520323829,1.265842117,6.670279458,2.278399822,2.583137678,1.312946697,6.755536619,2.354314974,2.551730754,1.289394407,6.712908038,2.316357398,Aragonite,Aragonite,3,114,14.7868,116.844495,ch,female,64,7.5,6,2018,163,summer,48.41464598,-123.4159602,19
17893,B,B,,17893HerringHerringB,YES,YES,2.459338264,1.301451104,6.510561727,2.21981639,2.433641839,1.319779985,6.597275216,2.214484829,2.446490051,1.310615544,6.553918472,2.21715061,Aragonite,Aragonite,3,113,13.0693,111.9316486,ch,female,64,7.5,6,2018,163,summer,48.41464598,-123.4159602,19
17895,A,A,Unidentified Fish,17895Unidentified FishHerringA,YES,NO,4.083557808,1.880519256,11.73005548,5.513261639,,,,,4.083557808,1.880519256,11.73005548,5.513261639,Aragonite,,4,,,188.3532456,ch,,,14,5,2018,146,spring,49.77973393,-124.9727802,14
17896,A,A,,17896HerringHerringA,YES,YES,3.648824169,1.736513971,10.00940821,4.468216031,3.654976975,1.760156549,9.90345515,4.558312144,3.651900572,1.74833526,9.956431682,4.513264087,Aragonite,Aragonite,3,179,64.9053,168.2026225,ch,male,,10,5,2018,146,spring,49.77973393,-124.9727802,14
17896,A,A,Unidentified Fish,17896Unidentified FishHerringA,YES,YES,4.286191071,1.815804662,11.8717709,5.673102141,4.295649421,1.81431043,11.85099455,5.558173899,4.290920246,1.815057546,11.86138272,5.61563802,Aragonite,Aragonite,4,,,198.0333389,ch,male,,10,5,2018,146,spring,49.77973393,-124.9727802,14
17897,A,A,,17897HerringHerringA,YES,YES,2.987458915,1.500445302,7.949866927,3.13657244,3.026612853,1.470273837,7.995268258,3.124084809,3.007035884,1.485359569,7.972567592,3.130328625,Aragonite,Aragonite,3,130,25.62,138.0990491,ch,female,,15,6,2018,160,summer,49.610527,-124.744025,14
17898,A,A,,17898HerringHerringA,YES,YES,3.673143634,1.766828817,10.73703001,4.523900348,3.660090659,1.788366304,10.12521828,4.642466824,3.666617147,1.77759756,10.43112414,4.583183586,Aragonite,Aragonite,3,163,45.6293,168.8896216,ch,male,,17,6,2018,158,summer,49.610527,-124.744025,14
17904,A,A,,17904HerringHerringA,YES,YES,2.450834531,1.328584212,6.811300573,2.236003909,2.506120624,1.336912655,6.813016829,2.23828103,2.478477577,1.332748433,6.812158701,2.23714247,Aragonite,Aragonite,2,105,13.6523,113.4248903,ch,female,64,6.875,4,2018,115,spring,48.42648478,-123.4670006,19
17905,A,A,,17905HerringHerringA,YES,YES,2.512570211,1.27318848,6.638899163,2.294988518,2.537985656,1.288311617,6.696826927,2.367634989,2.525277933,1.280750049,6.667863045,2.331311753,Aragonite,Aragonite,3,110,13.1754,115.6096245,ch,female,74,12.5,6,2018,153,summer,48.42648478,-123.4670006,19
17907,A,A,,17907HerringHerringA,YES,YES,2.452915253,1.328055685,6.904325228,2.298890602,2.528816977,1.336147641,6.944091707,2.370112814,2.490866115,1.332101663,6.924208468,2.334501708,Aragonite,Aragonite,2,122,19.6843,114.003212,ch,male,,,8,2018,239,summer,48.33153436,-123.7085729,20
17907,A,A,Unidentified Fish,17907Unidentified FishHerringA,YES,YES,1.759069927,0.938464745,4.555968265,1.136167909,1.747217175,0.964184365,4.622253172,1.145990429,1.753143551,0.951324555,4.589110719,1.141079169,Aragonite,Aragonite,4,,,79.56484724,ch,male,,,8,2018,239,summer,48.33153436,-123.7085729,20
17907,B,B,,17907HerringHerringB,YES,YES,1.736119215,0.995003698,4.750228377,1.26838007,1.750345659,0.991760154,4.748191064,1.258453476,1.743232437,0.993381926,4.749209721,1.263416773,Aragonite,Aragonite,3,79,4.554,79.10217663,ch,male,,,8,2018,239,summer,48.33153436,-123.7085729,20
17908,A,A,,17908HerringHerringA,YES,YES,1.910104028,1.005956609,5.006733902,1.288888119,1.92353698,1.035450268,5.086568264,1.337434558,1.916820504,1.020703439,5.046651083,1.313161338,Aragonite,Aragonite,3,80,4.2642,87.20561477,ch,male,,,9,2018,254,summer,48.33153436,-123.7085729,20
17911,A,A,,17911HerringHerringA,NO,YES,,,,,1.76958368,0.933613569,4.713282139,1.179429647,1.76958368,0.933613569,4.713282139,1.179429647,,Aragonite,3,80,4.5969,80.33230534,co,,,,9,2018,250,summer,48.33153436,-123.7085729,20
17911,A,A,Unidentified Fish,17911Unidentified FishHerringA,YES,YES,2.820616368,1.432839665,7.500963924,3.034914056,2.897210273,1.432584574,7.903687497,3.07362806,2.858913321,1.43271212,7.702325711,3.054271058,Aragonite,Aragonite,4,,,131.1843916,co,,,,9,2018,250,summer,48.33153436,-123.7085729,20
17911,B,B,,17911HerringHerringB,YES,YES,1.819602995,1.004887785,4.922891011,1.283567481,1.892593915,0.993682188,4.901432415,1.301607893,1.856098455,0.999284987,4.912161713,1.292587687,Aragonite,Aragonite,3,79,4.2166,84.37098809,co,,,,9,2018,250,summer,48.33153436,-123.7085729,20
17914,A,A,,17914HerringHerringA,NO,YES,,,,,2.89314894,1.419466538,8.006876959,2.994817319,2.89314894,1.419466538,8.006876959,2.994817319,,Aragonite,3,125,18.8167,132.7825788,ch,female,,,11,2018,325,winter,48.33153436,-123.7085729,20
17916,A,A,Unidentified Fish,17916Unidentified FishHerringA,YES,YES,1.19984447,0.736880211,3.186649052,0.62924215,1.198503663,0.735699087,3.165778537,0.618215228,1.199174066,0.736289649,3.176213795,0.623728689,Aragonite,Aragonite,4,,,53.70444377,co,,,,8,2018,219,summer,48.33153436,-123.7085729,20
17919,A,A,Unidentified Fish,17919Unidentified FishHerringA,YES,YES,1.373021215,0.824332907,3.630371165,0.789991549,1.324613226,0.807692727,3.525572884,0.765657103,1.348817221,0.816012817,3.577972025,0.777824326,Aragonite,Aragonite,3,74,2.7904,60.69008549,co,,,,7,2018,191,summer,48.33153436,-123.7085729,20
17920,A,A,,17920HerringHerringA,YES,YES,1.205963414,0.783213395,3.331742209,0.683229806,1.204732831,0.791841413,3.351177849,0.688035493,1.205348123,0.787527404,3.341460029,0.685632649,Aragonite,Aragonite,3,73,3.1964,53.99266107,co,male,,,7,2018,191,summer,48.33153436,-123.7085729,20
17920,A,A,Unidentified Fish,17920Unidentified FishHerringA,YES,YES,1.238113246,0.76324552,3.395886001,0.691372344,1.287486342,0.765640128,3.419742899,0.697832564,1.262799794,0.764442824,3.40781445,0.694602454,Aragonite,Aragonite,4,,,56.67461998,co,male,,,7,2018,191,summer,48.33153436,-123.7085729,20
17920,B,B,Unidentified Fish,17920Unidentified FishHerringB,YES,YES,1.264335694,0.8690206,3.555030261,0.788177505,1.333779756,0.86182922,3.642080203,0.814885631,1.299057725,0.86542491,3.598555232,0.801531568,Aragonite,Aragonite,4,,,58.36721272,co,male,,,7,2018,191,summer,48.33153436,-123.7085729,20
17922,A,A,,17922HerringHerringA,YES,YES,1.771514555,0.971771786,4.782764875,1.196778135,1.777807673,0.975697509,4.795123285,1.200133639,1.774661114,0.973734647,4.78894408,1.198455887,Aragonite,Aragonite,3,81,4.0164,80.56933012,ch,,,,9,2018,256,summer,48.33153436,-123.7085729,20
17922,B,B,,17922HerringHerringB,YES,YES,2.813946862,1.459313856,7.585382497,2.987869474,2.902654403,1.467435867,7.76175632,3.059595184,2.858300632,1.463374862,7.673569408,3.023732329,Aragonite,Aragonite,3,133,22.2484,131.1557901,ch,,,,9,2018,256,summer,48.33153436,-123.7085729,20
17925,A,A,Unidentified Fish,17925Unidentified FishHerringA,YES,NO,3.501760015,1.826097882,9.703783937,4.624528096,,,,,3.501760015,1.826097882,9.703783937,4.624528096,Aragonite,,4,,,161.193761,ch,male,63.5,8,7,2018,205,summer,49.51105196,-124.0219632,16
17928,A,A,,17928HerringHerringA,NO,YES,,,,,4.126356852,2.016422026,12.17120808,6.029119739,4.126356852,2.016422026,12.17120808,6.029119739,,Aragonite,3,198,99.0737,190.3511906,ch,male,91.37055838,18,7,2018,194,summer,49.558695,-126.950514,125
17929,A,A,,17929HerringHerringA,YES,NO,2.996203467,1.477411789,8.277874405,3.092970923,,,,,2.996203467,1.477411789,8.277874405,3.092970923,Aragonite,,3,124,23.2055,137.5933702,ch,male,71.06598985,,7,2018,186,summer,49.51105196,-124.0219632,16
17929,A,A,Unidentified Fish,17929Unidentified FishHerringA,YES,YES,2.823690535,1.427787915,7.667145676,2.829940348,2.791479982,1.47353932,7.717368919,2.778842097,2.807585258,1.450663618,7.692257297,2.804391222,Aragonite,Aragonite,4,,,128.788295,ch,male,71.06598985,,7,2018,186,summer,49.51105196,-124.0219632,16
17929,B,B,,17929HerringHerringB,YES,YES,2.608816694,1.352059991,7.322518369,2.526758698,2.634299861,1.353944377,7.291907877,2.546191774,2.621558277,1.353002184,7.307213123,2.536475236,Aragonite,Aragonite,3,118,20.6304,120.1041835,ch,male,71.06598985,,7,2018,186,summer,49.51105196,-124.0219632,16
17930,A,A,Unidentified Fish,17930Unidentified FishHerringA,YES,NO,2.689872385,1.313963664,7.354083585,2.483029472,,,,,2.689872385,1.313963664,7.354083585,2.483029472,Aragonite,,4,,,123.2932227,ch,,78,15,7,2018,199,summer,49.463252,-123.875777,29
17930,B,B,,17930HerringHerringB,YES,YES,2.74573581,1.454010697,7.641275739,2.764057851,2.794451511,1.458090753,7.676021451,2.829910311,2.770093661,1.456050725,7.658648595,2.796984081,Aragonite,Aragonite,3,121,15.5505,127.0381123,ch,,78,15,7,2018,199,summer,49.463252,-123.875777,29
17931,B,B,Unidentified Fish,17931Unidentified FishHerringB,YES,YES,2.913290173,1.394751328,8.05111433,2.899812905,2.856117164,1.383874025,7.852000367,2.797718189,2.884703669,1.389312676,7.951557349,2.848765547,Aragonite,Aragonite,3,115,11.9904,132.3883367,ch,male,95.17766497,25,7,2018,190,summer,49.51105196,-124.0219632,16
17931,D,D,Unidentified Fish,17931Unidentified FishHerringD,YES,NO,2.985784972,1.44487625,7.899637336,2.966486321,,,,,2.985784972,1.44487625,7.899637336,2.966486321,Aragonite,,4,,,137.1070141,ch,male,95.17766497,25,7,2018,190,summer,49.51105196,-124.0219632,16
17932,A,A,Unidentified Fish,17932Unidentified FishHerringA,YES,YES,2.954908622,1.50456648,8.327781849,3.218053749,3.02241557,1.486463837,8.301141888,3.21590041,2.988662096,1.495515158,8.314461869,3.21697708,Aragonite,Aragonite,4,,,137.241324,ch,male,82.48730964,17,8,2018,221,summer,49.51105196,-124.0219632,16
17934,A,A,Unidentified Fish,17934Unidentified FishHerringA,YES,YES,1.428581658,0.847023338,3.802498336,0.872202021,1.472004462,0.83707353,3.867124906,0.882507962,1.45029306,0.842048434,3.834811621,0.877354992,Aragonite,Aragonite,3,60,1.506,65.42718062,ch,male,66,10,8,2018,221,summer,49.834191,-126.977375,25
17934,B,B,Unidentified Fish,17934Unidentified FishHerringB,YES,YES,1.31920113,0.797062804,3.483735099,0.71647064,1.301253966,0.801005591,3.450044544,0.72645574,1.310227548,0.799034198,3.466889821,0.72146319,Aragonite,Aragonite,4,,,58.88864241,ch,male,66,10,8,2018,221,summer,49.834191,-126.977375,25
17940,A,A,,17940HerringHerringA,YES,YES,3.538775086,1.578036095,9.649505475,3.926693722,3.591505046,1.589134864,9.49311214,3.955715769,3.565140066,1.583585479,9.571308808,3.941204745,Aragonite,Aragonite,3,166,50.7574,164.1524686,ch,male,81.21827411,16,7,2018,186,summer,49.558695,-126.950514,125
17941,A,A,,17941HerringHerringA,YES,YES,3.873402091,1.834268565,11.33834193,4.952409759,3.952474958,1.820472726,10.74945964,5.061089942,3.912938525,1.827370646,11.04390078,5.00674985,Aragonite,Aragonite,3,189,71.3987,180.3883962,ch,male,82,16,7,2018,190,summer,49.558695,-126.950514,125
17952,A,A,Unidentified Fish,17952Unidentified FishHerringA,NO,YES,,,,,2.936615147,1.447903217,8.073649422,2.928857057,2.936615147,1.447903217,8.073649422,2.928857057,,Aragonite,4,,,134.8116683,ch,female,,,8,2018,218,summer,48.33153436,-123.7085729,20
17953,A,A,Unidentified Fish,17953Unidentified FishHerringA,YES,YES,3.932302143,1.86562714,10.3847242,5.246271963,3.833359811,1.84541477,9.981305017,5.187183988,3.882830977,1.855520955,10.18301461,5.216727975,Aragonite,Aragonite,4,,,178.9829157,ch,male,78,,8,2018,225,summer,49.96580069,-125.0847398,13
17953,B,B,Unidentified Fish,17953Unidentified FishHerringB,YES,NO,4.288560115,2.682658793,12.10702127,7.127327318,,,,,4.288560115,2.682658793,12.10702127,7.127327318,Aragonite,,4,,,197.9231633,ch,male,78,,8,2018,225,summer,49.96580069,-125.0847398,13
17963,A,A,,17963HerringHerringA,YES,YES,2.99267892,1.441768719,7.906716396,3.156958541,2.995518531,1.427166999,7.654269386,3.081599343,2.994098725,1.434467859,7.780492891,3.119278942,Aragonite,Aragonite,3,140,23.7892,137.4951167,ch,female,75,12,5,2018,146,spring,49.650721,-124.151564,16
17973,A,A,Unidentified Fish,17973Unidentified FishHerringA,NO,YES,,,,,3.487150906,1.62175184,8.909182342,4.025676013,3.487150906,1.62175184,8.909182342,4.025676013,,Aragonite,4,,,160.5117786,co,female,70,,10,2018,277,winter,48.321251,-123.74158,20
17976,A,A,Unidentified Fish,17976Unidentified FishHerringA,YES,NO,2.295512818,1.170384474,6.090482528,1.858674953,,,,,2.295512818,1.170384474,6.090482528,1.858674953,Aragonite,,4,,,104.8837294,ch,female,63.5,7,10,2018,300,winter,48.60196503,-123.265792,19
17982,A,A,,17982HerringHerringA,YES,YES,3.031774185,1.4423921,8.090792248,3.119732323,3.141492993,1.415165932,8.13721568,3.174785697,3.086633589,1.428779016,8.114003964,3.14725901,Aragonite,Aragonite,3,128,20.8102,141.8148292,ch,male,66,,12,2018,336,winter,49.94581464,-125.1776732,13
17984,A,A,,17984HerringHerringA,YES,YES,3.614211442,1.731576173,10.64062602,4.394017685,3.650082635,1.737728088,10.09985424,4.432367564,3.632147038,1.73465213,10.37024013,4.413192625,Aragonite,Aragonite,3,167,46.5584,167.280488,ch,female,69,,7,2018,205,summer,49.79329645,-124.9917005,14
17986,A,A,,17986HerringHerringA,YES,YES,3.074489601,1.49393677,8.520100324,3.183314366,3.053865426,1.509261392,8.415990907,3.195221202,3.064177513,1.501599081,8.468045616,3.189267784,Aragonite,Aragonite,3,139,29.0154,140.7665347,ch,female,70,,6,2018,160,summer,49.96580069,-125.0847398,13
17989,A,A,,17989HerringHerringA,YES,YES,3.339878477,1.578287834,10.08415576,3.738057182,3.434503285,1.605807793,9.360854748,3.869139191,3.387190881,1.592047813,9.722505254,3.803598186,Aragonite,Aragonite,2,159,40.9051,155.8454447,ch,,74,12,6,2018,160,summer,50.01066432,-125.0058817,13
17989,B,B,,17989HerringHerringB,YES,NO,4.31037099,2.328939152,12.21193962,6.142781502,,,,,4.31037099,2.328939152,12.21193962,6.142781502,Aragonite,,3,188,66.5302,198.9413385,ch,,74,12,6,2018,160,summer,50.01066432,-125.0058817,13
17990,A,A,,17990HerringHerringA,YES,YES,3.370281916,1.610618684,9.400541417,3.869827381,3.359885491,1.620867776,9.013882628,3.901704753,3.365083704,1.61574323,9.207212022,3.885766067,Aragonite,Aragonite,3,165,44.4507,154.8134375,ch,male,78,16.5,6,2018,160,summer,49.96580069,-125.0847398,13
17990,B,B,,17990HerringHerringB,YES,YES,3.373570056,1.758370687,9.853552173,4.172578759,3.346331311,1.753206791,9.629706006,4.036757635,3.359950683,1.755788739,9.74162909,4.104668197,Aragonite,Aragonite,3,160,41.0116,154.5738178,ch,male,78,16.5,6,2018,160,summer,49.96580069,-125.0847398,13
17990,C,C,,17990HerringHerringC,YES,YES,3.699629677,1.85947519,9.934311882,5.167642362,3.832691623,1.905950101,10.55366087,5.416337131,3.76616065,1.882712646,10.24398637,5.291989746,Aragonite,Aragonite,3,179,49.4267,173.5365115,ch,male,78,16.5,6,2018,160,summer,49.96580069,-125.0847398,13
17993,A,A,,17993HerringHerringA,NO,YES,,,,,3.031450599,1.420844441,7.900103655,3.0308758,3.031450599,1.420844441,7.900103655,3.0308758,,Aragonite,3,137,29.3405,139.2387769,ch,,72,,6,2018,160,summer,49.96580069,-125.0847398,13
17993,C,C,,17993HerringHerringC,YES,YES,3.27111357,1.627007881,8.899786777,3.892566719,3.373825616,1.665163873,9.163101796,4.062099947,3.322469593,1.646085877,9.031444286,3.977333333,Aragonite,Aragonite,3,144,40.1857,152.8241255,ch,,72,,6,2018,160,summer,49.96580069,-125.0847398,13
17994,A,A,,17994HerringHerringA,YES,YES,4.0055464,2.124237845,11.8721097,5.922558828,4.059616358,2.043849635,11.56838819,5.888396073,4.032581379,2.08404374,11.72024895,5.90547745,Aragonite,Aragonite,3,195,77.1246,185.9735639,ch,female,79,17.5,6,2018,160,summer,49.96580069,-125.0847398,13
17994,B,B,,17994HerringHerringB,YES,YES,3.731086793,1.810657638,9.908069876,4.73369372,3.782365664,1.80464354,10.01141245,4.784882046,3.756726229,1.807650589,9.959741164,4.759287883,Aragonite,Aragonite,3,168,52.9913,173.0960938,ch,female,79,17.5,6,2018,160,summer,49.96580069,-125.0847398,13
17995,A,A,,17995HerringHerringA,YES,NO,3.103097454,1.513937874,8.54796339,3.288661062,,,,,3.103097454,1.513937874,8.54796339,3.288661062,Aragonite,,3,135,27.2625,142.5833953,ch,male,78,,6,2018,160,summer,49.96580069,-125.0847398,13
17996,A,A,,17996HerringHerringA,YES,YES,3.016296477,1.496789099,8.289228975,3.103110826,3.061313491,1.510321877,8.430080347,3.152476125,3.038804984,1.503555488,8.359654661,3.127793475,Aragonite,Aragonite,3,140,35.1953,139.5820943,ch,female,79,16,6,2018,160,summer,49.96865516,-125.1404998,13
17996,B,B,,17996HerringHerringB,YES,YES,4.011265819,1.83306939,11.07168563,5.08099609,4.102405411,1.865763915,11.23076554,5.375237662,4.056835615,1.849416652,11.15122559,5.228116876,Aragonite,Aragonite,3,177,66.6505,187.1058002,ch,female,79,16,6,2018,160,summer,49.96865516,-125.1404998,13
17997,A,A,,17997HerringHerringA,YES,YES,1.896719293,1.049313394,5.087108441,1.409518715,1.938919609,1.032580518,5.058622274,1.408718978,1.917819451,1.040946956,5.072865358,1.409118847,Aragonite,Aragonite,3,87,4.2595,87.25224761,ch,male,58,5.25,12,2018,344,winter,48.42648478,-123.4670006,19
17997,B,B,,17997HerringHerringB,YES,YES,1.891105586,1.101801916,5.379018312,1.461093916,1.931626182,1.085879778,5.299080724,1.454290338,1.911365884,1.093840847,5.339049518,1.457692127,Aragonite,Aragonite,3,87,2.4204,86.95098221,ch,male,58,5.25,12,2018,344,winter,48.42648478,-123.4670006,19
17999,A,A,,17999HerringHerringA,NO,YES,,,,,2.018388102,1.087389172,5.168489363,1.540359875,2.018388102,1.087389172,5.168489363,1.540359875,,Aragonite,3,89,5.4133,91.94699336,ch,male,55,5.25,12,2018,344,winter,48.42648478,-123.4670006,19
17999,B,B,,17999HerringHerringB,YES,YES,1.822283586,1.038033332,4.957300826,1.346277342,1.892039861,1.032626165,5.070974652,1.386029958,1.857161723,1.035329749,5.014137739,1.36615365,Aragonite,Aragonite,3,95,4.108,84.42062356,ch,male,55,5.25,12,2018,344,winter,48.42648478,-123.4670006,19
18000,A,A,Unidentified Fish,18000Unidentified FishHerringA,YES,YES,1.906804461,1.008271934,5.003997538,1.336366673,1.930426703,1.004211047,5.018783518,1.338567247,1.918615582,1.00624149,5.011390528,1.33746696,Aragonite,Aragonite,4,,,87.2894126,ch,male,54,4.25,11,2018,328,winter,48.42225915,-123.3930369,19
18001,A,A,,18001HerringHerringA,YES,YES,1.853576834,0.995610205,4.85115102,1.296353145,1.855190824,0.987414765,4.946513421,1.311660094,1.854383829,0.991512485,4.898832221,1.30400662,Aragonite,Aragonite,1,80,5.1658,84.29094593,ch,male,62,6.5,11,2018,324,winter,48.42225915,-123.3930369,19
18001,B,B,,18001HerringHerringB,YES,YES,1.721335119,0.923150003,4.466318611,1.102674943,1.694700994,0.927120801,4.435609061,1.104328458,1.708018057,0.925135402,4.450963836,1.1035017,Aragonite,Aragonite,3,79,2.705,77.45829892,ch,male,62,6.5,11,2018,324,winter,48.42225915,-123.3930369,19
18002,A,A,,18002HerringHerringA,NO,YES,,,,,1.904429537,1.044613145,4.969459969,1.368439719,1.904429537,1.044613145,4.969459969,1.368439719,,Aragonite,1,79,5.5632,86.62717964,ch,female,60,6.25,11,2018,324,winter,48.42225915,-123.3930369,19
18002,B,B,,18002HerringHerringB,YES,YES,1.870091644,1.022284931,5.043597361,1.345563228,1.890107277,0.993531569,4.98513068,1.330227719,1.880099461,1.00790825,5.014364021,1.337895473,Aragonite,Aragonite,2,88,6.4338,85.49140302,ch,female,60,6.25,11,2018,324,winter,48.42225915,-123.3930369,19
18002,C,C,,18002HerringHerringC,YES,YES,2.005515648,1.051026599,5.207843274,1.486916171,2.053091291,1.047007418,5.142871453,1.473374592,2.029303469,1.049017009,5.175357363,1.480145382,Aragonite,Aragonite,3,80,4.7047,92.45654455,ch,female,60,6.25,11,2018,324,winter,48.42225915,-123.3930369,19
18002,D,D,,18002HerringHerringD,YES,YES,1.849554523,1.053797167,5.021383277,1.35210103,1.907441907,1.055428673,5.060932203,1.360643183,1.878498215,1.05461292,5.04115774,1.356372107,Aragonite,Aragonite,3,73,3.9727,85.41665368,ch,female,60,6.25,11,2018,324,winter,48.42225915,-123.3930369,19
18003,A,A,,18003HerringHerringA,YES,YES,1.670349677,0.989144869,4.455133342,1.139459066,1.723427769,0.978922559,4.501658247,1.175405325,1.696888723,0.984033714,4.478395795,1.157432196,Aragonite,Aragonite,3,77,4.3586,76.93875936,ch,male,58,5.5,11,2018,328,winter,48.42225915,-123.3930369,19
18003,B,B,,18003HerringHerringB,YES,YES,2.000421183,1.1326904,5.416636524,1.554795939,2.02886171,1.127106742,5.370544181,1.577313048,2.014641447,1.129898571,5.393590352,1.566054494,Aragonite,Aragonite,2,94,8.8294,91.77209201,ch,male,58,5.5,11,2018,328,winter,48.42225915,-123.3930369,19
18003,C,C,,18003HerringHerringC,YES,YES,1.890733548,1.051482734,5.152735064,1.398541938,1.942293569,1.070849309,5.081624702,1.421578977,1.916513559,1.061166021,5.117179883,1.410060458,Aragonite,Aragonite,2,85,7.0087,87.19128594,ch,male,58,5.5,11,2018,328,winter,48.42225915,-123.3930369,19
18003,D,D,,18003HerringHerringD,YES,NO,1.798858134,1.031515385,4.892745383,1.326035624,,,,,1.798858134,1.031515385,4.892745383,1.326035624,Aragonite,,2,86,7.0316,81.69889543,ch,male,58,5.5,11,2018,328,winter,48.42225915,-123.3930369,19
18003,E,E,,18003HerringHerringE,YES,YES,1.908113644,0.991176549,6.67849287,1.277685643,1.876858716,1.000986325,4.864699998,1.338181253,1.89248618,0.996081437,5.771596434,1.307933448,Vaterite,Aragonite,3,79,4.703,86.06963986,ch,male,58,5.5,11,2018,328,winter,48.42225915,-123.3930369,19
18003,F,F,,18003HerringHerringF,YES,YES,2.225665036,1.169917553,5.993511585,1.841521063,2.246800071,1.158261308,6.027683486,1.850059013,2.236232554,1.164089431,6.010597536,1.845790038,Aragonite,Aragonite,2,96,8.6215,102.1164081,ch,male,58,5.5,11,2018,328,winter,48.42225915,-123.3930369,19
18007,A,A,Unidentified Fish,18007Unidentified FishHerringA,YES,NO,3.536078211,1.669397849,10.44304832,4.289153624,,,,,3.536078211,1.669397849,10.44304832,4.289153624,,,4,,,162.7958031,co,female,65,9,7,2018,192,summer,54.25439167,-133.096685,1
18020,A,A,Unidentified Fish,18020Unidentified FishHerringA,NO,YES,,,,,4.044987996,2.112900295,11.41184862,6.072608402,4.044987996,2.112900295,11.41184862,6.072608402,,,4,,,186.5527296,co,male,69,12,7,2018,190,summer,54.26087333,-133.0659017,101
18020,B,B,Unidentified Fish,18020Unidentified FishHerringB,YES,YES,3.601074256,1.788066051,9.902854042,4.626051728,3.58837796,1.806666112,10.00076968,4.6268299,3.594726108,1.797366081,9.95181186,4.626440814,,,4,,,165.5336042,co,male,69,12,7,2018,190,summer,54.26087333,-133.0659017,101
18022,A,A,,18022HerringHerringA,YES,NO,3.793954762,1.724620734,10.59897612,4.604854858,,,,,3.793954762,1.724620734,10.59897612,4.604854858,,,3,170,31.4055,174.8339962,ch,female,68.4,10.14,12,2018,360,winter,48.35375476,-123.8212643,20
18030,A,A,Unidentified Fish,18030Unidentified FishHerringA,NO,YES,,,,,1.75905811,1.022050853,4.792325421,1.31103798,1.75905811,1.022050853,4.792325421,1.31103798,,,4,,,79.84095071,ch,,93.4,22.64,12,2018,360,winter,48.33153436,-123.7085729,20
18034,A,A,Unidentified Fish,18034Unidentified FishHerringA,YES,YES,2.081967028,1.124339567,5.559778861,1.672429648,2.001366494,1.109431445,5.303549123,1.58340052,2.041666761,1.116885506,5.431663992,1.627915084,,,4,,,93.03368773,ch,male,78,13.3,12,2018,360,winter,48.33153436,-123.7085729,20
18035,A,A,,18035HerringHerringA,NO,YES,,,,,2.313390301,1.16967505,6.122084711,1.859685055,2.313390301,1.16967505,6.122084711,1.859685055,,,3,94,8.701,105.718286,ch,,59,,12,2018,360,winter,48.35967855,-123.7568238,20
18035,B,B,,18035HerringHerringB,YES,YES,2.248462161,1.182515267,6.128277542,1.900351233,2.32057651,1.165722892,6.150669877,1.909890079,2.284519336,1.17411908,6.139473709,1.905120656,,,3,100,10.1548,104.3705316,ch,,59,,12,2018,360,winter,48.35967855,-123.7568238,20
